ID,Category_x,Reclassified_Category
2899,Other,Artificial Intelligence / Machine Learning
2900,Other,Artificial Intelligence / Machine Learning
2901,Other,Artificial Intelligence / Machine Learning
2902,Other,Software Engineering
2904,Other,Other
2905,Other,Other
2906,Other,Networking
2908,Other,Artificial Intelligence / Machine Learning
2909,Other,Artificial Intelligence / Machine Learning
2911,Other,Other
2912,Other,Other
2913,Other,Artificial Intelligence / Machine Learning
2914,Other,Artificial Intelligence / Machine Learning
2915,Other,Artificial Intelligence / Machine Learning
2916,Other,Artificial Intelligence / Machine Learning
2917,Other,Artificial Intelligence / Machine Learning
2918,Other,Artificial Intelligence / Machine Learning
2919,Other,Artificial Intelligence / Machine Learning
2920,Other,Other
2921,Other,Artificial Intelligence / Machine Learning
2922,Other,Artificial Intelligence / Machine Learning
2923,Other,Networking
2925,Other,Artificial Intelligence / Machine Learning
2926,Other,Other
2928,Other,Artificial Intelligence / Machine Learning
2930,Other,Artificial Intelligence / Machine Learning
2931,Other,Web Development
2934,Other,Artificial Intelligence / Machine Learning
2935,Other,Artificial Intelligence / Machine Learning
2936,Other,Artificial Intelligence / Machine Learning
2939,Other,Other
2940,Other,Artificial Intelligence / Machine Learning
2941,Other,Artificial Intelligence / Machine Learning
2942,Other,Artificial Intelligence / Machine Learning
2945,Other,Other
2946,Other,Artificial Intelligence / Machine Learning
2947,Other,Networking
2949,Other,Artificial Intelligence / Machine Learning
2950,Other,Artificial Intelligence / Machine Learning
2952,Other,Other
2953,Other,Artificial Intelligence / Machine Learning
2954,Other,Artificial Intelligence / Machine Learning
2955,Other,Artificial Intelligence / Machine Learning
2957,Other,Other
2958,Other,Artificial Intelligence / Machine Learning
2959,Other,Mobile Development
2961,Other,Networking
2962,Other,Other
2963,Other,Other
2964,Other,Web Development
2967,Other,Artificial Intelligence / Machine Learning
2968,Other,Artificial Intelligence / Machine Learning
2971,Other,Artificial Intelligence / Machine Learning
2972,Other,Artificial Intelligence / Machine Learning
2973,Other,Other
2974,Other,Other
2976,Other,Artificial Intelligence / Machine Learning
2977,Other,Artificial Intelligence / Machine Learning
2978,Other,Artificial Intelligence / Machine Learning
2979,Other,Web Development
2981,Other,Artificial Intelligence / Machine Learning
2984,Other,Other
2985,Other,Other
2986,Other,Cloud Computing
2987,Other,Networking
2988,Other,Cloud Computing
2989,Other,Networking
2992,Other,Artificial Intelligence / Machine Learning
2993,Other,Networking
2994,Other,Artificial Intelligence / Machine Learning
2995,Other,Artificial Intelligence / Machine Learning
2996,Other,Artificial Intelligence / Machine Learning
2997,Other,Artificial Intelligence / Machine Learning
2999,Other,Other
3000,Other,Artificial Intelligence / Machine Learning
3001,Other,Networking
3003,Other,Other
3004,Other,Web Development
3005,Other,Artificial Intelligence / Machine Learning
3007,Other,Other
3009,Other,Artificial Intelligence / Machine Learning
3010,Other,Other
3012,Other,Other
3013,Other,Networking
3014,Other,Artificial Intelligence / Machine Learning
3015,Other,Artificial Intelligence / Machine Learning
3016,Other,Artificial Intelligence / Machine Learning
3017,Other,Artificial Intelligence / Machine Learning
3018,Other,Networking
3019,Other,Other
3020,Other,Other
3021,Other,Other
3023,Other,Artificial Intelligence / Machine Learning
3024,Other,Artificial Intelligence / Machine Learning
3025,Other,Artificial Intelligence / Machine Learning
3026,Other,Artificial Intelligence / Machine Learning
3028,Other,Other
3030,Other,Other
3031,Other,Artificial Intelligence / Machine Learning
3032,Other,Artificial Intelligence / Machine Learning
3033,Other,Artificial Intelligence / Machine Learning
3034,Other,Other
3035,Other,Artificial Intelligence / Machine Learning
3036,Other,Web Development
3038,Other,Other
3039,Other,Artificial Intelligence / Machine Learning
3042,Other,Artificial Intelligence / Machine Learning
3043,Other,Artificial Intelligence / Machine Learning
3044,Other,Other
3045,Other,Artificial Intelligence / Machine Learning
3048,Other,Artificial Intelligence / Machine Learning
3049,Other,Networking
3051,Other,Artificial Intelligence / Machine Learning
3056,Other,Other
3057,Other,Artificial Intelligence / Machine Learning
3058,Other,Artificial Intelligence / Machine Learning
3059,Other,Artificial Intelligence / Machine Learning
3060,Other,Artificial Intelligence / Machine Learning
3061,Other,Networking
3063,Other,Artificial Intelligence / Machine Learning
3064,Other,Other
3066,Other,Artificial Intelligence / Machine Learning
3069,Other,Other
3070,Other,Other
3072,Other,Web Development
3073,Other,Artificial Intelligence / Machine Learning
3075,Other,Artificial Intelligence / Machine Learning
3076,Other,Other
3077,Other,Networking
3078,Other,Artificial Intelligence / Machine Learning
3079,Other,Artificial Intelligence / Machine Learning
3080,Other,Web Development
3082,Other,Artificial Intelligence / Machine Learning
3083,Other,Artificial Intelligence / Machine Learning
3084,Other,Other
3085,Other,Other
3086,Other,Artificial Intelligence / Machine Learning
3087,Other,Other
3088,Other,Artificial Intelligence / Machine Learning
3094,Other,Mobile Development
3095,Other,Artificial Intelligence / Machine Learning
3096,Other,Artificial Intelligence / Machine Learning
3097,Other,Other
3099,Other,Artificial Intelligence / Machine Learning
3100,Other,Artificial Intelligence / Machine Learning
3104,Other,Artificial Intelligence / Machine Learning
3105,Other,Other
3106,Other,Artificial Intelligence / Machine Learning
3108,Other,Other
3109,Other,Artificial Intelligence / Machine Learning
3110,Other,Artificial Intelligence / Machine Learning
3111,Other,Other
3112,Other,Artificial Intelligence / Machine Learning
3113,Other,Artificial Intelligence / Machine Learning
3115,Other,Artificial Intelligence / Machine Learning
3116,Other,Artificial Intelligence / Machine Learning
3118,Other,Other
3119,Other,Other
3120,Other,Artificial Intelligence / Machine Learning
3121,Other,Artificial Intelligence / Machine Learning
3122,Other,Artificial Intelligence / Machine Learning
3123,Other,Artificial Intelligence / Machine Learning
3124,Other,Artificial Intelligence / Machine Learning
3125,Other,Software Engineering
3126,Other,Artificial Intelligence / Machine Learning
3128,Other,Artificial Intelligence / Machine Learning
3130,Other,Artificial Intelligence / Machine Learning
3131,Other,Artificial Intelligence / Machine Learning
3134,Other,Artificial Intelligence / Machine Learning
3136,Other,Networking
3138,Other,Artificial Intelligence / Machine Learning
3139,Other,Artificial Intelligence / Machine Learning
3140,Other,Artificial Intelligence / Machine Learning
3144,Other,Other
3145,Other,Other
3146,Other,Artificial Intelligence / Machine Learning
3147,Other,Artificial Intelligence / Machine Learning
3148,Other,Artificial Intelligence / Machine Learning
3149,Other,Artificial Intelligence / Machine Learning
3150,Other,Data Science
3151,Other,Artificial Intelligence / Machine Learning
3152,Other,Other
3153,Other,Artificial Intelligence / Machine Learning
3154,Other,Artificial Intelligence / Machine Learning
3157,Other,Other
3159,Other,Other
3160,Other,Artificial Intelligence / Machine Learning
3162,Other,Networking
3164,Other,Other
3166,Other,Other
3167,Other,Artificial Intelligence / Machine Learning
3169,Other,Other
3170,Other,Artificial Intelligence / Machine Learning
3171,Other,Other
3172,Other,Networking
3173,Other,Web Development
3175,Other,Web Development
3176,Other,Other
3177,Other,Artificial Intelligence / Machine Learning
3178,Other,Artificial Intelligence / Machine Learning
3179,Other,Artificial Intelligence / Machine Learning
3181,Other,Networking
3182,Other,Other
3183,Other,Other
3184,Other,Other
3185,Other,Cloud Computing
3186,Other,Other
3187,Other,Other
3188,Other,Other
3190,Other,Artificial Intelligence / Machine Learning
3191,Other,Artificial Intelligence / Machine Learning
3192,Other,Artificial Intelligence / Machine Learning
3193,Other,Artificial Intelligence / Machine Learning
3195,Other,Other
3196,Other,Artificial Intelligence / Machine Learning
3197,Other,Artificial Intelligence / Machine Learning
3198,Other,Other
3199,Other,Other
3200,Other,Artificial Intelligence / Machine Learning
3202,Other,Artificial Intelligence / Machine Learning
3203,Other,Other
3204,Other,Artificial Intelligence / Machine Learning
3205,Other,Artificial Intelligence / Machine Learning
3206,Other,Other
3207,Other,Artificial Intelligence / Machine Learning
3209,Other,Artificial Intelligence / Machine Learning
3210,Other,Other
3212,Other,Web Development
3213,Other,Other
3214,Other,Software Engineering
3215,Other,Networking
3216,Other,Web Development
3217,Other,Artificial Intelligence / Machine Learning
3218,Other,Other
3219,Other,Artificial Intelligence / Machine Learning
3220,Other,Artificial Intelligence / Machine Learning
3221,Other,Mobile Development
3223,Other,Artificial Intelligence / Machine Learning
3224,Other,Other
3226,Other,Other
3228,Other,Artificial Intelligence / Machine Learning
3229,Other,Artificial Intelligence / Machine Learning
3230,Other,Networking
3232,Other,Artificial Intelligence / Machine Learning
3234,Other,Other
3235,Other,Other
3236,Other,Artificial Intelligence / Machine Learning
3237,Other,Artificial Intelligence / Machine Learning
3238,Other,Artificial Intelligence / Machine Learning
3239,Other,Artificial Intelligence / Machine Learning
3240,Other,Artificial Intelligence / Machine Learning
3241,Other,Other
3242,Other,Artificial Intelligence / Machine Learning
3243,Other,Artificial Intelligence / Machine Learning
3244,Other,Artificial Intelligence / Machine Learning
3246,Other,Other
3247,Other,Artificial Intelligence / Machine Learning
3249,Other,Other
3250,Other,Artificial Intelligence / Machine Learning
3251,Other,Artificial Intelligence / Machine Learning
3252,Other,Artificial Intelligence / Machine Learning
3253,Other,Artificial Intelligence / Machine Learning
3254,Other,Artificial Intelligence / Machine Learning
3258,Other,Other
3260,Other,Other
3261,Other,Artificial Intelligence / Machine Learning
3262,Other,Artificial Intelligence / Machine Learning
3264,Other,Artificial Intelligence / Machine Learning
3266,Other,Other
3267,Other,Artificial Intelligence / Machine Learning
3268,Other,Artificial Intelligence / Machine Learning
3269,Other,Artificial Intelligence / Machine Learning
3270,Other,Other
3271,Other,Other
3272,Other,Web Development
3273,Other,Other
3275,Other,Other
3276,Other,Artificial Intelligence / Machine Learning
3277,Other,Other
3278,Other,Networking
3279,Other,Artificial Intelligence / Machine Learning
3280,Other,Artificial Intelligence / Machine Learning
3281,Other,Other
3282,Other,Other
3283,Other,Other
3284,Other,Mobile Development
3285,Other,Artificial Intelligence / Machine Learning
3286,Other,Artificial Intelligence / Machine Learning
3287,Other,Other
3288,Other,Cloud Computing
3289,Other,Artificial Intelligence / Machine Learning
3290,Other,Other
3291,Other,Artificial Intelligence / Machine Learning
3292,Other,Other
3293,Other,Web Development
3294,Other,Artificial Intelligence / Machine Learning
3295,Other,Artificial Intelligence / Machine Learning
3296,Other,Networking
3297,Other,Artificial Intelligence / Machine Learning
3299,Other,Other
3300,Other,Artificial Intelligence / Machine Learning
3301,Other,Artificial Intelligence / Machine Learning
3303,Other,Other
3304,Other,Artificial Intelligence / Machine Learning
3305,Other,Other
3307,Other,Artificial Intelligence / Machine Learning
3308,Other,Other
3309,Other,Artificial Intelligence / Machine Learning
3310,Other,Other
3311,Other,Networking
3313,Other,Artificial Intelligence / Machine Learning
3315,Other,Other
3316,Other,Artificial Intelligence / Machine Learning
3317,Other,Other
3318,Other,Artificial Intelligence / Machine Learning
3319,Other,Artificial Intelligence / Machine Learning
3321,Other,Artificial Intelligence / Machine Learning
3322,Other,Data Science
3324,Other,Other
3325,Other,Web Development
3330,Other,Artificial Intelligence / Machine Learning
3332,Other,Other
3333,Other,Other
3334,Other,Other
3335,Other,Artificial Intelligence / Machine Learning
3336,Other,Artificial Intelligence / Machine Learning
3337,Other,Artificial Intelligence / Machine Learning
3338,Other,Artificial Intelligence / Machine Learning
3340,Other,Artificial Intelligence / Machine Learning
3341,Other,Artificial Intelligence / Machine Learning
3342,Other,Artificial Intelligence / Machine Learning
3343,Other,Artificial Intelligence / Machine Learning
3344,Other,Other
3346,Other,Artificial Intelligence / Machine Learning
3347,Other,Other
3348,Other,Other
3349,Other,Cloud Computing
3350,Other,Artificial Intelligence / Machine Learning
3351,Other,Networking
3352,Other,Other
3353,Other,Artificial Intelligence / Machine Learning
3354,Other,Other
3355,Other,Artificial Intelligence / Machine Learning
3356,Other,Other
3360,Other,Other
3361,Other,Web Development
3362,Other,Artificial Intelligence / Machine Learning
3363,Other,Other
3364,Other,Artificial Intelligence / Machine Learning
3366,Other,Mobile Development
3367,Other,Other
3368,Other,Artificial Intelligence / Machine Learning
3370,Other,Web Development
3371,Other,Artificial Intelligence / Machine Learning
